ip,timestamp,method,url,status,size,user_agent,url_length,special_char_ratio,has_sql_keywords,has_xss_pattern,path_depth,num_query_params,anomaly_score,is_anomaly,anomaly_type
192.168.1.10,20/May/2025:01:36:24 +0800,GET,/review?text=<img src=x onerror=eval(atob('YWxlcnQoMSk='))>,400,2576,curl/8.4.0,59,0.23728813559322035,1,1,0,1,0.4725875135982099,1,XSS攻击
10.0.0.20,20/May/2025:23:43:11 +0800,GET,/api/products?page=1,200,23578,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,20,0.2,0,0,1,1,0.17589686625199608,0,正常
10.0.0.5,20/May/2025:07:48:21 +0800,GET,/list?category=1 UNION ALL SELECT table_name FROM information_schema.tables--,403,4668,curl/8.4.0,77,0.06493506493506493,1,0,0,1,0.963961862375453,1,SQL注入
192.168.1.11,20/May/2025:11:23:22 +0800,GET,/api/data?id=1' OR 'a'='a,500,1120,python-requests/2.31.0,25,0.36,1,0,1,1,0.6657606811381037,1,SQL注入
66.249.66.1,20/May/2025:22:34:23 +0800,GET,/robots.txt,200,22025,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
1.1.1.1,20/May/2025:16:43:15 +0800,GET,/downloads/manual.pdf,200,43853,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,21,0.09523809523809523,0,0,1,0,0.11768903673298393,0,正常
192.168.1.12,20/May/2025:22:35:12 +0800,GET,/../../../etc/passwd,404,1411,Mozilla/5.0 (compatible; Nmap Scripting Engine),20,0.25,0,0,4,0,0.7004716638371997,1,路径遍历
192.168.1.11,20/May/2025:21:59:34 +0800,GET,/redirect?url=javascript:alert(document.domain),500,4123,python-requests/2.31.0,47,0.10638297872340426,0,1,0,1,0.42715866125403645,1,XSS攻击
203.0.113.10,20/May/2025:01:59:22 +0800,GET,/api/notifications?unread=true,304,12818,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,30,0.13333333333333333,0,0,1,1,0.27730928082755046,0,正常
172.16.0.15,20/May/2025:22:45:46 +0800,GET,/js/main.js,200,40225,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,11,0.18181818181818182,0,0,1,0,0.23096919067634897,0,正常
223.5.5.5,20/May/2025:22:06:28 +0800,GET,/terms.html,200,19294,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
172.16.0.15,20/May/2025:20:40:12 +0800,GET,/login.html,200,42312,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,11,0.09090909090909091,0,0,0,0,0.0,0,正常
10.0.0.5,20/May/2025:07:29:19 +0800,GET,/robots.txt,200,5560,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,11,0.09090909090909091,0,0,0,0,0.0,0,正常
192.168.1.12,20/May/2025:14:27:14 +0800,GET,/css/bootstrap.min.css,200,49540,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,22,0.09090909090909091,0,0,1,0,0.37134367342794,0,正常
192.168.1.10,20/May/2025:15:35:24 +0800,GET,/api/notifications?unread=true,200,45603,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,30,0.13333333333333333,0,0,1,1,0.27730928082755046,0,正常
203.0.113.10,20/May/2025:18:54:27 +0800,GET,/api/products?page=1,200,16299,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,20,0.2,0,0,1,1,0.17589686625199608,0,正常
10.0.0.8,20/May/2025:22:09:41 +0800,GET,/feedback?msg=<details open ontoggle=alert(1)>,403,3313,sqlmap/1.7,46,0.17391304347826086,0,1,0,1,0.2782187912521493,1,XSS攻击
172.16.0.3,20/May/2025:00:26:26 +0800,GET,/help/faq.html,200,38787,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,14,0.14285714285714285,0,0,1,0,0.19931633558722886,0,正常
192.168.1.15,20/May/2025:20:29:58 +0800,GET,/redirect?url=javascript:alert(document.domain),400,373,Hydra/9.4,47,0.10638297872340426,0,1,0,1,0.42715866125403645,1,XSS攻击
114.114.114.114,20/May/2025:09:01:25 +0800,GET,/js/main.js,200,42696,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,11,0.18181818181818182,0,0,1,0,0.23096919067634897,0,正常
198.51.100.7,20/May/2025:10:32:01 +0800,GET,/api/search?q=phone,200,37885,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,19,0.21052631578947367,0,0,1,1,0.2513199505315775,0,正常
192.168.1.11,20/May/2025:20:46:05 +0800,GET,/include?page=..%c0%af..%c0%af..%c0%afetc/passwd,404,2762,curl/8.4.0,36,0.1111111111111111,0,0,0,1,0.3720467579562914,0,正常
172.16.0.3,20/May/2025:12:36:20 +0800,GET,/about.html,200,35845,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
66.249.66.1,20/May/2025:18:24:08 +0800,GET,/downloads/manual.pdf,200,8123,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,21,0.09523809523809523,0,0,1,0,0.11768903673298393,0,正常
172.16.0.3,20/May/2025:14:44:49 +0800,GET,/api/user?id=3,200,11841,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,14,0.2857142857142857,0,0,1,1,0.4250937424549962,0,正常
10.0.0.20,20/May/2025:15:09:49 +0800,GET,/api/v2/data?limit=20&offset=0,200,4469,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,30,0.23333333333333334,0,0,2,2,0.8321492608079802,1,未知异常
66.249.66.1,20/May/2025:16:53:54 +0800,GET,/dashboard,200,48447,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,10,0.1,0,0,0,0,0.4211127014307052,0,正常
192.168.1.11,20/May/2025:00:22:04 +0800,GET,/about.html,200,20988,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
192.168.1.15,20/May/2025:18:26:29 +0800,GET,/..%2f..%2f..%2fetc/passwd,500,236,curl/8.4.0,20,0.25,0,0,4,0,0.7004716638371997,1,未知异常
198.51.100.7,20/May/2025:11:16:56 +0800,GET,/blog/post-2.html,200,4686,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
203.0.113.10,20/May/2025:14:52:02 +0800,GET,/favicon.ico,200,49756,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
172.16.0.15,20/May/2025:15:47:52 +0800,GET,/js/main.js,200,32443,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,11,0.18181818181818182,0,0,1,0,0.23096919067634897,0,正常
192.168.1.11,20/May/2025:04:27:48 +0800,GET,/static/../../../etc/shadow,400,829,Wget/1.21.3,27,0.2222222222222222,0,0,5,0,0.9699957818696624,1,路径遍历
66.249.66.1,20/May/2025:22:23:27 +0800,GET,/favicon.ico,304,3004,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
192.168.1.12,20/May/2025:02:50:20 +0800,GET,/static/../../../etc/shadow,404,143,Mozilla/5.0 (compatible; Nmap Scripting Engine),27,0.2222222222222222,0,0,5,0,0.9699957818696624,1,路径遍历
10.0.0.5,20/May/2025:01:24:14 +0800,GET,/input?val=<iframe src=javascript:alert(1)>,500,206,curl/8.4.0,43,0.18604651162790697,0,1,0,1,0.21790216986509967,1,XSS攻击
45.33.32.100,20/May/2025:05:51:20 +0800,GET,/login.html,200,12302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,11,0.09090909090909091,0,0,0,0,0.0,0,正常
223.5.5.5,20/May/2025:20:07:13 +0800,GET,/js/app.js,301,38079,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,10,0.2,0,0,1,0,0.36607100387519964,0,正常
1.1.1.1,20/May/2025:17:29:21 +0800,GET,/category/clothing,200,35654,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,18,0.1111111111111111,0,0,1,0,0.12088889255257311,0,正常
66.249.66.1,20/May/2025:11:36:01 +0800,GET,/css/bootstrap.min.css,200,4756,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,22,0.09090909090909091,0,0,1,0,0.37134367342794,0,正常
10.0.0.20,20/May/2025:00:41:02 +0800,GET,/blog/post-1.html,301,38740,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
45.33.32.100,20/May/2025:19:00:54 +0800,GET,/css/style.css,304,32569,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,14,0.14285714285714285,0,0,1,0,0.19931633558722886,0,正常
10.0.0.5,20/May/2025:07:32:28 +0800,GET,/page?q=<svg onload=alert('XSS')>,200,3925,python-requests/2.31.0,33,0.30303030303030304,1,1,0,1,0.3189416824714734,1,XSS攻击
10.0.0.20,20/May/2025:09:49:08 +0800,GET,/download?file=1' UNION SELECT password FROM admin--,400,324,Hydra/9.4,52,0.11538461538461539,1,0,0,1,0.3955366455843667,1,SQL注入
203.0.113.5,20/May/2025:14:48:25 +0800,GET,/help/faq.html,301,43967,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,14,0.14285714285714285,0,0,1,0,0.19931633558722886,0,正常
10.0.0.5,20/May/2025:03:25:51 +0800,GET,/note?content=<math><mtext></mtext><mglyph><svg><mtext><textarea><path id='</textarea><img onerror=alert(1) src=1>'>,200,3255,Mozilla/5.0 (compatible; Nmap Scripting Engine),116,0.27586206896551724,1,1,0,1,0.8545791838529894,1,XSS攻击
192.168.1.15,20/May/2025:16:35:00 +0800,GET,/../../../etc/passwd,403,2391,Hydra/9.4,20,0.25,0,0,4,0,0.7004716638371997,1,路径遍历
192.168.1.12,20/May/2025:21:02:57 +0800,GET,/blog/post-1.html,200,24474,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
10.0.0.8,20/May/2025:01:57:11 +0800,GET,/display?html=<script>window.location='http://phishing.com'</script>,200,2583,Hydra/9.4,68,0.19117647058823528,1,1,0,1,0.5498691740080591,1,XSS攻击
172.16.0.7,20/May/2025:06:48:48 +0800,GET,/api/products?page=1,200,42399,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,20,0.2,0,0,1,1,0.17589686625199608,0,正常
192.168.1.12,20/May/2025:00:07:30 +0800,GET,/api/user?id=3,200,40605,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,14,0.2857142857142857,0,0,1,1,0.4250937424549962,0,正常
172.16.0.7,20/May/2025:07:47:32 +0800,GET,/profile/settings,301,17894,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,17,0.11764705882352941,0,0,1,0,0.10452535195500579,0,正常
10.0.0.5,20/May/2025:01:23:45 +0800,GET,/api/data?id=1' OR 'a'='a,403,2206,curl/8.4.0,25,0.36,1,0,1,1,0.6657606811381037,1,SQL注入
10.0.0.5,20/May/2025:15:12:41 +0800,GET,/api/search?q=phone,200,35376,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,19,0.21052631578947367,0,0,1,1,0.2513199505315775,0,正常
10.0.0.12,20/May/2025:02:04:04 +0800,GET,/detail?id=1 OR 1=1#,404,671,Wget/1.21.3,20,0.25,1,0,0,1,0.38938665326318955,1,SQL注入
172.16.0.15,20/May/2025:03:14:09 +0800,GET,/dashboard,200,36950,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,10,0.1,0,0,0,0,0.4211127014307052,0,正常
10.0.0.20,20/May/2025:17:55:54 +0800,GET,/robots.txt,200,2818,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,11,0.09090909090909091,0,0,0,0,0.0,0,正常
192.168.1.12,20/May/2025:07:00:51 +0800,GET,/favicon.ico,200,7924,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
8.8.8.8,20/May/2025:04:13:35 +0800,GET,/js/app.js,200,45955,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,10,0.2,0,0,1,0,0.36607100387519964,0,正常
192.168.1.11,20/May/2025:19:30:27 +0800,GET,/page?id=1' AND (SELECT COUNT(*) FROM users)>0--,200,1533,curl/8.4.0,48,0.25,1,0,0,1,0.3791017315686891,1,SQL注入
192.168.1.15,20/May/2025:23:08:01 +0800,GET,/blog/post-1.html,200,37865,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
192.168.1.12,20/May/2025:14:23:02 +0800,GET,/js/app.js,200,12964,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,10,0.2,0,0,1,0,0.36607100387519964,0,正常
10.0.0.20,20/May/2025:20:43:38 +0800,GET,/category/electronics,200,22429,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,21,0.09523809523809523,0,0,1,0,0.11768903673298393,0,正常
8.8.8.8,20/May/2025:13:01:36 +0800,GET,/api/notifications?unread=true,304,7336,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,30,0.13333333333333333,0,0,1,1,0.27730928082755046,0,正常
198.51.100.7,20/May/2025:21:58:41 +0800,GET,/category/electronics,200,47012,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,21,0.09523809523809523,0,0,1,0,0.11768903673298393,0,正常
192.168.1.12,20/May/2025:03:24:23 +0800,GET,/js/main.js,200,21370,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,11,0.18181818181818182,0,0,1,0,0.23096919067634897,0,正常
172.16.0.15,20/May/2025:00:00:13 +0800,GET,/favicon.ico,304,272,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
192.168.1.10,20/May/2025:14:12:04 +0800,GET,/login.html,200,39275,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,11,0.09090909090909091,0,0,0,0,0.0,0,正常
192.168.1.11,20/May/2025:15:28:01 +0800,GET,/load?name=..%252f..%252f..%252fetc/passwd,403,2170,Hydra/9.4,36,0.19444444444444445,0,0,0,1,0.2007618285473515,0,正常
192.168.1.10,20/May/2025:08:28:09 +0800,GET,/contact.html,200,15575,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,13,0.07692307692307693,0,0,0,0,0.3762649369429833,0,正常
10.0.0.5,20/May/2025:20:43:08 +0800,GET,/robots.txt,304,42599,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
66.249.66.1,20/May/2025:03:12:43 +0800,GET,/js/main.js,301,16121,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,11,0.18181818181818182,0,0,1,0,0.23096919067634897,0,正常
10.0.0.12,20/May/2025:17:43:13 +0800,GET,/get?file=/var/log/apache2/access.log,403,2873,sqlmap/1.7,37,0.1891891891891892,0,0,0,1,0.20481172201196501,0,正常
223.5.5.5,20/May/2025:09:47:29 +0800,GET,/api/user?id=3,304,38527,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,14,0.2857142857142857,0,0,1,1,0.4250937424549962,0,正常
10.0.0.5,20/May/2025:21:23:39 +0800,GET,/..%2f..%2f..%2fetc/passwd,404,1970,Mozilla/5.0 (compatible; Nmap Scripting Engine),20,0.25,0,0,4,0,0.7004716638371997,1,未知异常
192.168.1.12,20/May/2025:12:12:04 +0800,GET,/api/products?page=1,200,42241,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,20,0.2,0,0,1,1,0.17589686625199608,0,正常
203.0.113.5,20/May/2025:19:25:27 +0800,GET,/api/v2/data?limit=20&offset=0,200,25152,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,30,0.23333333333333334,0,0,2,2,0.8321492608079802,1,未知异常
8.8.8.8,20/May/2025:10:04:15 +0800,GET,/register.html,200,17379,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,14,0.07142857142857142,0,0,0,0,0.5039821135789101,0,正常
10.0.0.5,20/May/2025:23:48:44 +0800,GET,/read?path=....//....//....//etc/passwd,404,2505,Wget/1.21.3,39,0.2564102564102564,0,0,0,1,0.2299033851549451,1,路径遍历
192.168.1.15,20/May/2025:13:34:55 +0800,GET,/blog/post-2.html,301,43581,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
192.168.1.10,20/May/2025:14:40:05 +0800,GET,/search?q=<script>alert(1)</script>,403,2270,sqlmap/1.7,35,0.2857142857142857,0,1,0,1,0.2903738868700842,1,XSS攻击
172.16.0.3,20/May/2025:21:27:54 +0800,GET,/about.html,200,12868,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
8.8.8.8,20/May/2025:18:54:21 +0800,GET,/category/clothing,200,33774,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,18,0.1111111111111111,0,0,1,0,0.12088889255257311,0,正常
10.0.0.5,20/May/2025:15:35:39 +0800,GET,/api/notifications?unread=true,200,19091,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,30,0.13333333333333333,0,0,1,1,0.27730928082755046,0,正常
10.0.0.5,20/May/2025:19:19:52 +0800,GET,/api/user?id=3,304,1079,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,14,0.2857142857142857,0,0,1,1,0.4250937424549962,0,正常
192.168.1.11,20/May/2025:22:44:33 +0800,GET,/feedback?msg=<details open ontoggle=alert(1)>,404,4838,curl/8.4.0,46,0.17391304347826086,0,1,0,1,0.2782187912521493,1,XSS攻击
192.168.1.10,20/May/2025:07:23:11 +0800,GET,/dashboard,200,39887,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,10,0.1,0,0,0,0,0.4211127014307052,0,正常
192.168.1.15,20/May/2025:17:34:19 +0800,GET,/favicon.ico,200,33404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
192.168.1.10,20/May/2025:00:13:25 +0800,GET,/read?path=....//....//....//etc/passwd,500,2672,sqlmap/1.7,39,0.2564102564102564,0,0,0,1,0.2299033851549451,1,路径遍历
192.168.1.10,20/May/2025:04:36:42 +0800,GET,/about.html,200,11746,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,11,0.09090909090909091,0,0,0,0,0.0,0,正常
10.0.0.8,20/May/2025:17:04:49 +0800,GET,/comment?msg=<img src=x onerror=alert(1)>,400,2801,Hydra/9.4,41,0.21951219512195122,0,1,0,1,0.26239957001406006,1,XSS攻击
172.16.0.7,20/May/2025:19:06:14 +0800,GET,/images/logo.png,200,43364,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,16,0.125,0,0,1,0,0.1790458069822886,0,正常
192.168.1.10,20/May/2025:22:46:44 +0800,GET,/api/data?id=1' OR 'a'='a,403,2967,python-requests/2.31.0,25,0.36,1,0,1,1,0.6657606811381037,1,SQL注入
114.114.114.114,20/May/2025:13:43:06 +0800,GET,/images/banner.jpg,200,40869,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,18,0.1111111111111111,0,0,1,0,0.12088889255257311,0,正常
192.168.1.12,20/May/2025:18:14:06 +0800,GET,/index.html,301,38767,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
10.0.0.20,20/May/2025:04:17:26 +0800,GET,/blog/post-2.html,200,47677,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
192.168.1.11,20/May/2025:14:51:42 +0800,GET,/api/notifications?unread=true,200,25648,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,30,0.13333333333333333,0,0,1,1,0.27730928082755046,0,正常
10.0.0.12,20/May/2025:00:44:11 +0800,GET,/view?template=../../../windows/system32/config/sam,400,1525,Wget/1.21.3,51,0.17647058823529413,0,0,0,1,0.36498470508254666,1,路径遍历
45.33.32.100,20/May/2025:17:52:15 +0800,GET,/terms.html,200,549,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,11,0.09090909090909091,0,0,0,0,0.0,0,正常
10.0.0.12,20/May/2025:21:09:38 +0800,GET,/favicon.ico,200,49055,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
203.0.113.5,20/May/2025:14:38:00 +0800,GET,/api/products?page=1,200,42766,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,20,0.2,0,0,1,1,0.17589686625199608,0,正常
66.249.66.1,20/May/2025:05:03:27 +0800,GET,/category/clothing,200,10293,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,18,0.1111111111111111,0,0,1,0,0.12088889255257311,0,正常
198.51.100.7,20/May/2025:06:54:28 +0800,GET,/profile/settings,200,27314,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,17,0.11764705882352941,0,0,1,0,0.10452535195500579,0,正常
192.168.1.11,20/May/2025:14:50:29 +0800,GET,/terms.html,200,10744,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,11,0.09090909090909091,0,0,0,0,0.0,0,正常
114.114.114.114,20/May/2025:17:13:39 +0800,GET,/api/search?q=phone,200,36072,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,19,0.21052631578947367,0,0,1,1,0.2513199505315775,0,正常
8.8.8.8,20/May/2025:02:58:59 +0800,GET,/css/style.css,304,6880,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,14,0.14285714285714285,0,0,1,0,0.19931633558722886,0,正常
1.1.1.1,20/May/2025:03:41:25 +0800,GET,/static/fonts/arial.woff,200,12725,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,24,0.125,0,0,2,0,0.5425787596690497,0,正常
8.8.8.8,20/May/2025:22:12:07 +0800,GET,/api/user?id=3,200,654,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,14,0.2857142857142857,0,0,1,1,0.4250937424549962,0,正常
203.0.113.10,20/May/2025:12:47:29 +0800,GET,/favicon.ico,200,15785,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
198.51.100.7,20/May/2025:23:42:39 +0800,GET,/api/search?q=phone,200,215,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,19,0.21052631578947367,0,0,1,1,0.2513199505315775,0,正常
192.168.1.10,20/May/2025:12:07:01 +0800,GET,/robots.txt,200,10861,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
10.0.0.5,20/May/2025:03:05:52 +0800,GET,/page?q=<svg onload=alert('XSS')>,403,612,Mozilla/5.0 (compatible; Nmap Scripting Engine),33,0.30303030303030304,1,1,0,1,0.3189416824714734,1,XSS攻击
172.16.0.3,20/May/2025:13:48:31 +0800,GET,/api/notifications?unread=true,304,22139,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,30,0.13333333333333333,0,0,1,1,0.27730928082755046,0,正常
